strategy,token,pair,entry_time,exit_time,entry_price,exit_price,pnl_gross_pct,pnl_net_pct,exit_reason,hold_candles
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768597200000,1768777200000,0.0366747476,0.0348410102,-5.0000,-5.8000,sl,48
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769004000000,1769011200000,0.0312150817,0.0296543276,-5.0000,-5.8000,sl,2
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769022000000,1769036400000,0.0316319364,0.0303666589,-4.0000,-4.8000,trail,4
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769180400000,1769198400000,0.0302446575,0.0293265665,-3.0355,-3.8355,trail,5
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769223600000,1769313600000,0.0301406869,0.0294330286,-2.3479,-3.1479,trail,25
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769389200000,1769518800000,0.0292247506,0.0284615944,-2.6113,-3.4113,trail,36
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769526000000,1769533200000,0.0292320259,0.0287911412,-1.5082,-2.3082,trail,2
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769598000000,1769608800000,0.0303082139,0.0290958853,-4.0000,-4.8000,trail,3
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769637600000,1769652000000,0.0294143601,0.0282898718,-3.8229,-4.6229,trail,4
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769785200000,1769806800000,0.0264307091,0.0258971042,-2.0189,-2.8189,trail,6
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769994000000,1770001200000,0.0235007404,0.0223257034,-5.0000,-5.8000,sl,2
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770087600000,1770138000000,0.0240697545,0.0237583576,-1.2937,-2.0937,trail,14
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770148800000,1770159600000,0.0249629807,0.0239644615,-4.0000,-4.8000,trail,3
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770480000000,1770526800000,0.0206858807,0.0201917438,-2.3888,-3.1888,trail,13
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770652800000,1770699600000,0.0197193623,0.0192510685,-2.3748,-3.1748,trail,13
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770814800000,1770818400000,0.0186889915,0.0184118117,-1.4831,-2.2831,trail,1
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767369600000,1767423600000,0.0359543215,0.0365519673,1.6622,0.8622,trail,14
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767456000000,1767466800000,0.0382976759,0.0385919397,0.7684,-0.0316,trail,3
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767542400000,1767585600000,0.0390241974,0.0380495668,-2.4975,-3.2975,trail,12
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767628800000,1767686400000,0.0390070643,0.0391574351,0.3855,-0.4145,trail,16
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768035600000,1768086000000,0.0370401033,0.0369806275,-0.1606,-0.9606,trail,14
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768132800000,1768161600000,0.0376836173,0.0365927914,-2.8947,-3.6947,trail,8
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768284000000,1768341600000,0.0374703760,0.0389594516,3.9740,3.1740,trail,16
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768402800000,1768413600000,0.0396753948,0.0385812311,-2.7578,-3.5578,trail,3
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768662000000,1768719600000,0.0371211796,0.0360075442,-3.0000,-3.8000,trail,15
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769241600000,1769310000000,0.0304205807,0.0297396227,-2.2385,-3.0385,trail,19
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769529600000,1769533200000,0.0295301301,0.0286442262,-3.0000,-3.8000,trail,1
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769598000000,1769601600000,0.0303082139,0.0293989675,-3.0000,-3.8000,trail,1
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769796000000,1769806800000,0.0270570787,0.0259747955,-4.0000,-4.8000,sl,3
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770091200000,1770109200000,0.0243549376,0.0240058405,-1.4334,-2.2334,trail,5
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770148800000,1770156000000,0.0249629807,0.0242140913,-3.0000,-3.8000,trail,2
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770386400000,1770400800000,0.0208445314,0.0211009698,1.2302,0.4302,trail,4
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770872400000,1770879600000,0.0200817102,0.0196633588,-2.0832,-2.8832,trail,2
